"...1","object_id","city","county","region","development","locality","on_road","rural_urban","speed_limit","traffic_control","weather","workzone","bike_age","bike_age_group","bike_alcohol","bike_alcohol_drugs","bike_direction","bike_injury","bike_position","bike_race","bike_sex","driver_age","driver_age_group","driver_alcohol","driver_alcohol_drugs","driver_est_speed","driver_injury","driver_race","driver_sex","driver_vehicle_type","crash_alcohol","crash_date","crash_day","crash_group","crash_hour","crash_location","crash_month","crash_severity","crash_time","crash_type","crash_year","ambulance_req","hit_run","light_condition","road_character","road_class","road_condition","road_configuration","road_defects","road_feature","road_surface","num_bikes_ai","num_bikes_bi","num_bikes_ci","num_bikes_ki","num_bikes_no","num_bikes_to","num_bikes_ui","num_lanes","num_units","distance_mi_from","frm_road","rte_invd_cd","towrd_road"
3235,3710,"Fayetteville","Cumberland","Coastal","Commercial","Urban (>70% Developed)",NA,"Urban","20 - 25  MPH","Stop And Go Signal","Clear","No",14,"11-15","No",NA,"Facing Traffic","B: Evident Injury","Travel Lane","Black","Female",67,"60-69","No",NA,"6-10 mph","O: No Injury","White","Male","Pickup","No","16FEB2010","Tuesday","Bicyclist Failed to Yield - Signalized Intersection",16,"Intersection","February","B: Evident Injury",60420,"Bicyclist Ride Out - Signalized  Intersection",2010,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Concrete",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3236,3721,"None - Rural Crash","Robeson","Coastal","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","50 - 55  MPH","Double Yellow Line, No Passing Zone","Cloudy","No",42,"40-49","Yes",NA,"With Traffic","C: Possible Injury","Bike Lane / Paved Shoulder","Native American","Male",40,"40-49","No",NA,"51-55 mph","C: Possible Injury","Native American","Male","Pickup","Yes","24FEB2010","Wednesday","Bicyclist Left Turn / Merge",6,"Non-Intersection","February","C: Possible Injury",24900,"Bicyclist Left Turn - Same Direction",2010,"Yes","No","Dark - Roadway Not Lighted","Straight - Level","NC Route","Wet","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3237,3724,"Thomasville","Davidson","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Stop Sign","Clear","No",12,"11-15","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",24,"20-24","No",NA,"21-25 mph","O: No Injury","White","Female","Sport Utility","No","19FEB2010","Friday","Motorist Failed to Yield - Sign-Controlled Intersection",16,"Intersection","February","B: Evident Injury",58020,"Motorist Drive Through - Sign-Controlled Intersection",2010,"Yes","No","Daylight","Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","T-Intersection","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3238,3727,"None - Rural Crash","Pitt","Coastal","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","50 - 55  MPH","Double Yellow Line, No Passing Zone","Clear","No",40,"40-49","No",NA,"With Traffic","C: Possible Injury","Travel Lane","White","Male",NA,"70+","No",NA,"16-20 mph","O: No Injury","White","Male","Pickup","No","06MAR2010","Saturday","Motorist Overtaking Bicyclist",15,"Non-Intersection","March","C: Possible Injury",55560,"Motorist Overtaking - Undetected Bicyclist",2010,"Yes","No","Daylight","Straight - Grade","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3239,3728,"Charlotte","Mecklenburg","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","No Control Present","Clear","No",53,"50-59","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",NA,"70+","No",NA,"31-35 mph","O: No Injury","White","Male","Passenger Car","No","20FEB2010","Saturday","Motorist Overtaking Bicyclist",17,"Non-Intersection","February","B: Evident Injury",62400,"Motorist Overtaking - Undetected Bicyclist",2010,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"3 lanes",2,0,NA,0,NA
3240,3730,"Charlotte","Mecklenburg","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","No Control Present","Clear","No",10,"6-10","No",NA,"Not Applicable","B: Evident Injury","Travel Lane","Asian","Male",63,"60-69","No",NA,"16-20 mph","O: No Injury","White","Male","Passenger Car","No","21FEB2010","Sunday","Crossing Paths - Other Circumstances",14,"Intersection","February","B: Evident Injury",52860,"Crossing Paths - Uncontrolled Intersection",2010,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Driveway, Private","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3241,3733,"Reidsville","Rockingham","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Stop Sign","Clear","No",14,"11-15","No",NA,"With Traffic","C: Possible Injury","Travel Lane","White","Female",67,"60-69","No",NA,"21-25 mph","O: No Injury","White","Female","Passenger Car","No","27FEB2010","Saturday","Bicyclist Failed to Yield - Sign-Controlled Intersection",16,"Intersection","February","C: Possible Injury",60600,"Bicyclist Ride Through - Sign-Controlled Intersection",2010,"Yes","No","Daylight","Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","T-Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3242,3742,"Cary","Wake","Piedmont","Commercial","Urban (>70% Developed)",NA,"Urban","40 - 45  MPH","No Control Present","Clear","No",34,"30-39","No",NA,"With Traffic","C: Possible Injury","Travel Lane","White","Female",NA,NA,"Missing",NA,"0-5 mph","Unknown Injury","Unknown/Missing",NA,"Passenger Car","No","18MAR2010","Thursday","Motorist Failed to Yield - Midblock",21,"Non-Intersection","March","C: Possible Injury",78060,"Motorist Drive Out - Commercial Driveway / Alley",2010,"No","Yes","Dark - Lighted Roadway","Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3243,3745,"None - Rural Crash","Durham","Piedmont","Residential","Mixed (30% To 70% Developed)",NA,"Rural","40 - 45  MPH","Stop Sign","Clear","No",18,"16-19","No",NA,"With Traffic","B: Evident Injury","Travel Lane","Black","Male",NA,NA,"No",NA,"46-50 mph","Unknown Injury","Unknown/Missing",NA,"Sport Utility","No","17MAR2010","Wednesday","Motorist Overtaking Bicyclist",23,"Non-Intersection","March","B: Evident Injury",82920,"Motorist Overtaking - Other / Unknown",2010,"Yes","Yes","Dark - Roadway Not Lighted","Straight - Grade","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"3 lanes",2,0,NA,0,NA
3244,3751,"Statesville","Iredell","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","No Control Present","Clear","No",29,"25-29","Yes",NA,"Facing Traffic","C: Possible Injury","Travel Lane","Black","Male",NA,NA,"Missing",NA,"11-15 mph","Unknown Injury","Unknown/Missing",NA,NA,"Yes","04MAR2010","Thursday","Motorist Left Turn / Merge",14,"Non-Intersection","March","C: Possible Injury",50400,"Motorist Left Turn - Same Direction",2010,"Yes","Yes","Daylight","Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3245,3752,"Thomasville","Davidson","Piedmont","Commercial","Mixed (30% To 70% Developed)",NA,"Urban",NA,"Stop And Go Signal","Clear","No",46,"40-49","No",NA,"With Traffic","O: No Injury","Travel Lane","White","Male",NA,"70+","No",NA,NA,"O: No Injury","Black","Male","Passenger Car","No","06MAR2010","Saturday","Motorist Left Turn / Merge",15,"Intersection","March","O: No Injury",54900,"Motorist Left Turn - Opposite Direction",2010,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
3246,3766,"None - Rural Crash","Orange","Piedmont","Residential","Rural (<30% Developed)",NA,"Rural","40 - 45  MPH","Double Yellow Line, No Passing Zone","Clear","No",7,"6-10","No",NA,"With Traffic","B: Evident Injury","Travel Lane","Black","Male",35,"30-39","No",NA,"41-45 mph","O: No Injury","Hispanic","Female","Pickup","No","30MAR2010","Tuesday","Motorist Overtaking Bicyclist",17,"Non-Intersection","March","B: Evident Injury",62220,"Motorist Overtaking - Misjudged Space",2010,"Yes","No","Daylight","Straight - Grade","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3247,3771,"Wesley Chapel","Union","Piedmont","Residential","Urban (>70% Developed)",NA,"Rural","30 - 35  MPH","No Control Present","Clear","No",20,"20-24","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",49,"40-49","No",NA,"31-35 mph","O: No Injury","White","Male","Pickup","No","31MAR2010","Wednesday","Motorist Left Turn / Merge",8,"Non-Intersection","March","B: Evident Injury",30900,"Motorist Left Turn - Opposite Direction",2010,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Driveway, Private","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3248,3772,"None - Rural Crash","Guilford","Piedmont","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","40 - 45  MPH","Double Yellow Line, No Passing Zone","Clear","No",58,"50-59","No",NA,"With Traffic","B: Evident Injury","Travel Lane","Black","Female",NA,NA,"No",NA,"21-25 mph","Unknown Injury","Unknown/Missing",NA,"Tractor/Semi-Trailer","No","03APR2010","Saturday","Motorist Overtaking Bicyclist",12,"Non-Intersection","April","B: Evident Injury",43380,"Motorist Overtaking - Misjudged Space",2010,"No","Yes","Daylight","Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3249,3776,"Wilmington","New Hanover","Coastal","Commercial","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Stop And Go Signal","Clear","No",38,"30-39","No",NA,"With Traffic","C: Possible Injury","Travel Lane","Black","Male",41,"40-49","No",NA,"6-10 mph","O: No Injury","White","Male","Pickup","No","16MAR2010","Tuesday","Motorist Right Turn / Merge",19,"Intersection","March","C: Possible Injury",71880,"Motorist Right Turn - Same Direction",2010,"No","No","Dark - Lighted Roadway","Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","Four-Way Intersection","Smooth Asphalt",0,0,0,0,0,0,0,NA,2,0,NA,0,NA
3250,3783,"None - Rural Crash","Burke","Mountains","Residential","Mixed (30% To 70% Developed)",NA,"Rural","40 - 45  MPH","Double Yellow Line, No Passing Zone","Clear","No",16,"16-19","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",51,"50-59","No",NA,"26-30 mph","O: No Injury","Asian","Female","Sport Utility","No","20MAR2010","Saturday","Motorist Overtaking Bicyclist",15,"Non-Intersection","March","B: Evident Injury",56100,"Motorist Overtaking - Other / Unknown",2010,"No","No","Daylight","Straight - Grade","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3251,3788,"None - Rural Crash","Beaufort","Coastal","Residential","Rural (<30% Developed)",NA,"Rural","50 - 55  MPH","No Control Present","Clear","No",NA,"70+","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",60,"60-69","No",NA,"51-55 mph","O: No Injury","Black","Male","Van","No","11APR2010","Sunday","Bicyclist Left Turn / Merge",15,"Non-Intersection","April","B: Evident Injury",56280,"Bicyclist Left Turn - Same Direction",2010,"No","No","Daylight","Straight - Level","US Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3252,3790,"Dunn","Harnett","Coastal","Commercial","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","No Control Present","Clear","No",15,"11-15","No",NA,"With Traffic","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male",51,"50-59","No",NA,"11-15 mph","O: No Injury","Unknown/Missing","Male","Pickup","No","31MAR2010","Wednesday","Parallel Paths - Other Circumstances",16,"Non-Intersection","March","C: Possible Injury",60780,"Parallel Paths - Other / Unknown",2010,"Yes","No","Daylight","Straight - Level","US Route","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"4 lanes",3,0,NA,0,NA
3253,3792,"Durham","Durham","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","20 - 25  MPH","Stop Sign","Clear","No",11,"11-15","No",NA,"With Traffic","C: Possible Injury","Bike Lane / Paved Shoulder","Black","Male",48,"40-49","No",NA,"21-25 mph","O: No Injury","Black","Female","Van","No","11APR2010","Sunday","Bicyclist Failed to Yield - Sign-Controlled Intersection",18,"Intersection","April","C: Possible Injury",68340,"Bicyclist Ride Through - Sign-Controlled Intersection",2010,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3254,3794,"Boone","Watauga","Mountains","Institutional","Urban (>70% Developed)",NA,"Urban","20 - 25  MPH","No Control Present","Clear","No",21,"20-24","No",NA,"With Traffic","O: No Injury","Travel Lane","White","Male",44,"40-49","No",NA,"11-15 mph","O: No Injury","White","Female","Pickup","No","12APR2010","Monday","Bicyclist Overtaking Motorist",7,"Non-Intersection","April","O: No Injury",28320,"Bicyclist Overtaking - Passing on Left",2010,"No","No","Daylight","Straight - Hillcrest","Local Street","Dry","One-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3255,3795,"Greensboro","Guilford","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","No Control Present","Clear","No",NA,NA,"Missing",NA,"With Traffic","Unknown Injury","Travel Lane","Unknown/Missing",NA,21,"20-24","No",NA,"0-5 mph","O: No Injury","Other","Female","Passenger Car","No","15MAR2010","Monday","Motorist Left Turn / Merge",18,"Intersection","March","O: No Injury",67020,"Motorist Left Turn - Opposite Direction",2010,"No","No","Dawn","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","T-Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3256,3796,"None - Rural Crash","Ashe","Mountains","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","50 - 55  MPH","Double Yellow Line, No Passing Zone","Clear","No",30,"30-39","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",62,"60-69","No",NA,"21-25 mph","O: No Injury","White","Female","Passenger Car","No","13APR2010","Tuesday","Motorist Left Turn / Merge",17,"Intersection","April","B: Evident Injury",63900,"Motorist Left Turn - Opposite Direction",2010,"No","No","Daylight","Curve - Level","NC Route","Dry","Two-Way, Not Divided","None","T-Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3257,3802,"Jacksonville","Onslow","Coastal","Commercial","Urban (>70% Developed)",NA,"Urban","40 - 45  MPH","No Control Present","Clear","No",23,"20-24","No",NA,"With Traffic","A: Disabling Injury","Bike Lane / Paved Shoulder","White","Male",26,"25-29","No",NA,"41-45 mph","O: No Injury","White","Male","Sport Utility","No","06APR2010","Tuesday","Motorist Overtaking Bicyclist",6,"Non-Intersection","April","A: Disabling Injury",23700,"Motorist Overtaking - Undetected Bicyclist",2010,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
3258,3808,"Wrightsville Beach","New Hanover","Coastal","Residential","Urban (>70% Developed)",NA,"Rural","20 - 25  MPH","No Control Present","Clear","No",49,"40-49","No",NA,"With Traffic","O: No Injury","Travel Lane","White","Male",24,"20-24","No",NA,"21-25 mph","O: No Injury","White","Female","Passenger Car","No","07APR2010","Wednesday","Bicyclist Left Turn / Merge",17,"Intersection-Related","April","C: Possible Injury",61800,"Bicyclist Left Turn - Opposite Direction",2010,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3259,3810,"None - Rural Crash","Mcdowell","Mountains","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","50 - 55  MPH","No Control Present","Clear","No",35,"30-39","No",NA,"With Traffic","B: Evident Injury","Other","White","Male",18,"0-19","No",NA,"51-55 mph","C: Possible Injury","White","Female","Sport Utility","No","17APR2010","Saturday","Parallel Paths - Other Circumstances",20,"Intersection-Related","April","B: Evident Injury",73200,"Bicyclist Ride Out - Parallel Path",2010,"Yes","No","Dusk","Straight - Grade","US Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3260,3813,"Wilson","Wilson","Coastal","Commercial","Urban (>70% Developed)",NA,"Urban","40 - 45  MPH","No Control Present","Clear","No",52,"50-59","No",NA,"With Traffic","O: No Injury","Travel Lane","White","Male",32,"30-39","No",NA,"41-45 mph","O: No Injury","White","Female","Passenger Car","No","15JAN2010","Friday","Bicyclist Left Turn / Merge",12,"Non-Intersection","January","O: No Injury",44280,"Bicyclist Left Turn - Same Direction",2010,"No","No","Daylight","Straight - Hillcrest","Local Street","Dry","Two-Way, Not Divided","None","Bridge","Coarse Asphalt",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
3261,3814,"Wilmington","New Hanover","Coastal","Commercial","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Stop And Go Signal","Clear","No",25,"25-29","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",59,"50-59","No",NA,"31-35 mph","O: No Injury","White","Male","Passenger Car","No","13APR2010","Tuesday","Motorist Overtaking Bicyclist",6,"Non-Intersection","April","B: Evident Injury",23280,"Motorist Overtaking - Other / Unknown",2010,"Yes","No","Daylight","Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3262,3816,"Rocky Mount","Edgecombe","Coastal","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","No Control Present","Clear","No",52,"50-59","Yes",NA,"With Traffic","C: Possible Injury","Travel Lane","Black","Male",NA,"70+","No",NA,"16-20 mph","O: No Injury","Black","Male","Pickup","Yes","07MAR2010","Sunday","Bicyclist Left Turn / Merge",19,"Non-Intersection","March","C: Possible Injury",70620,"Bicyclist Left Turn - Same Direction",2010,"Yes","No","Dark - Lighted Roadway","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
3263,3826,"Raleigh","Wake","Piedmont","Commercial","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Stop And Go Signal","Clear","No",34,"30-39","No",NA,"Facing Traffic","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Male",NA,"70+","No",NA,"0-5 mph","O: No Injury","White","Female","Passenger Car","No","31MAR2010","Wednesday","Motorist Failed to Yield - Signalized Intersection",13,"Intersection","March","C: Possible Injury",48660,"Motorist Drive Out - Signalized Intersection",2010,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","Driveway, Public","Smooth Asphalt",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
3264,3832,"Wilson","Wilson","Coastal","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","No Control Present","Clear","No",40,"40-49","Yes",NA,"Not Applicable","B: Evident Injury","Travel Lane","Black","Female",50,"50-59","No",NA,"11-15 mph","O: No Injury","Black","Male","Van","Yes","02APR2010","Friday","Crossing Paths - Other Circumstances",16,"Intersection-Related","April","B: Evident Injury",59280,"Crossing Paths - Uncontrolled Intersection",2010,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3265,3833,"None - Rural Crash","Halifax","Coastal","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","50 - 55  MPH","No Control Present","Clear","No",57,"50-59","No",NA,"With Traffic","C: Possible Injury","Travel Lane","Black","Male",33,"30-39","No",NA,"51-55 mph","O: No Injury","Black","Male","Sport Utility","No","21APR2010","Wednesday","Motorist Overtaking Bicyclist",19,"Non-Intersection","April","C: Possible Injury",69720,"Motorist Overtaking - Other / Unknown",2010,"Yes","No","Dusk","Straight - Level","NC Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3266,3836,"Warsaw","Duplin","Coastal","Residential","Rural (<30% Developed)",NA,"Rural","30 - 35  MPH","No Control Present","Clear","No",21,"20-24","No",NA,"Facing Traffic","B: Evident Injury","Travel Lane","Black","Male",NA,NA,"Missing",NA,"31-35 mph","Unknown Injury","Unknown/Missing",NA,"Passenger Car","No","19APR2010","Monday","Head-On",20,"Non-Intersection","April","B: Evident Injury",72000,"Head-On - Bicyclist",2010,"No","Yes","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3267,3841,"Charlotte","Mecklenburg","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","40 - 45  MPH","No Control Present","Clear","No",59,"50-59","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Female",36,"30-39","No",NA,"36-40 mph","O: No Injury","Black","Female","Sport Utility","No","13APR2010","Tuesday","Motorist Overtaking Bicyclist",13,"Non-Intersection","April","B: Evident Injury",47760,"Motorist Overtaking - Bicyclist Swerved",2010,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
3268,3843,"Wilmington","New Hanover","Coastal","Commercial","Urban (>70% Developed)",NA,"Urban","40 - 45  MPH","Stop Sign","Clear","No",37,"30-39","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",32,"30-39","No",NA,"41-45 mph","O: No Injury","White","Female","Passenger Car","No","09APR2010","Friday","Motorist Right Turn / Merge",14,"Intersection","April","B: Evident Injury",50940,"Motorist Right Turn - Same Direction",2010,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Related To Intersection","Coarse Asphalt",0,0,0,0,0,0,0,"5 lanes",2,0,NA,0,NA
3269,3849,"None - Rural Crash","Richmond","Piedmont","Commercial","Urban (>70% Developed)",NA,"Rural","30 - 35  MPH","Double Yellow Line, No Passing Zone","Clear","No",56,"50-59","Yes",NA,"With Traffic","B: Evident Injury","Bike Lane / Paved Shoulder","Black","Male",59,"50-59","No",NA,"21-25 mph","O: No Injury","Black","Male","Passenger Car","Yes","15APR2010","Thursday","Motorist Overtaking Bicyclist",13,"Non-Intersection","April","B: Evident Injury",46800,"Motorist Overtaking - Misjudged Space",2010,"Yes","No","Daylight","Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3270,3850,"Whiteville","Columbus","Coastal","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Stop And Go Signal","Clear","No",44,"40-49","No",NA,"With Traffic","C: Possible Injury","Travel Lane","Hispanic","Male",63,"60-69","No",NA,"0-5 mph","O: No Injury","White","Male","Pickup","No","18APR2010","Sunday","Loss of Control / Turning Error",20,"Intersection","April","C: Possible Injury",73140,"Bicyclist Turning Error - Right Turn",2010,"Yes","No","Dark - Lighted Roadway","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Coarse Asphalt",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
3271,3855,"Charlotte","Mecklenburg","Piedmont","Commercial","Mixed (30% To 70% Developed)",NA,"Urban","40 - 45  MPH","Stop And Go Signal","Clear","No",21,"20-24","No",NA,"Not Applicable","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Male",18,"0-19","No",NA,"41-45 mph","O: No Injury","White","Female","Passenger Car","No","21APR2010","Wednesday","Bicyclist Failed to Yield - Sign-Controlled Intersection",20,"Intersection","April","B: Evident Injury",73980,"Bicyclist Ride Through - Sign-Controlled Intersection",2010,"No","No","Dark - Lighted Roadway","Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"7 lanes",2,0,NA,0,NA
3272,3856,"None - Rural Crash","Pasquotank","Coastal","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","50 - 55  MPH","No Control Present","Clear","No",61,"60-69","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Female",NA,"70+","No",NA,"46-50 mph","O: No Injury","White","Male","Van","No","11APR2010","Sunday","Motorist Overtaking Bicyclist",9,"Non-Intersection","April","B: Evident Injury",34800,"Motorist Overtaking - Other / Unknown",2010,"Yes","No","Daylight","Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3273,3860,"None - Rural Crash","Hertford","Coastal","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","50 - 55  MPH","No Control Present","Clear","No",56,"50-59","No",NA,"With Traffic","B: Evident Injury","Travel Lane","Black","Male",26,"25-29","No",NA,"36-40 mph","O: No Injury","Black","Male","Passenger Car","No","25APR2010","Sunday","Bicyclist Left Turn / Merge",18,"Non-Intersection","April","B: Evident Injury",65100,"Bicyclist Left Turn - Same Direction",2010,"Yes","No","Daylight","Straight - Level","State Secondary Route",NA,"Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3274,3870,"Chapel Hill","Orange","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","20 - 25  MPH","Stop And Go Signal","Clear","No",30,"30-39","No",NA,"Facing Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Female",35,"30-39","No",NA,"6-10 mph","O: No Injury","White","Male","Passenger Car","No","30APR2010","Friday","Motorist Failed to Yield - Signalized Intersection",18,"Intersection","April","B: Evident Injury",66780,"Motorist Drive Out - Signalized Intersection",2010,"Yes","No","Daylight","Straight - Grade","NC Route","Dry","Two-Way, Divided, Unprotected Median","None","Four-Way Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"9 or more lanes",2,0,NA,0,NA
